ILSVRC2012_val_00000007.bin 0c0a08080505050404040404040303
ILSVRC2012_val_00003120.bin 080808070707070606060605050504
ILSVRC2012_val_00003138.bin 050504040403030303030303030303
ILSVRC2012_val_00003141.bin 050404040303030303030303020202
ILSVRC2012_val_00003142.bin 060505050404040404040404030303
ILSVRC2012_val_00003150.bin 0d0808080707070606050505050505
ILSVRC2012_val_00003158.bin 0f0b08070706060605050404040403
ILSVRC2012_val_00003162.bin 040404040303030302020202020202
ILSVRC2012_val_00003174.bin 080707070706060605050505050505
ILSVRC2012_val_00003175.bin 070606060504040404040404040404
ILSVRC2012_val_00003193.bin 130b0b080707070606050505050504
ILSVRC2012_val_00003195.bin 050505040404040403030303030303
ILSVRC2012_val_00003201.bin 050504040303030302020202020202
ILSVRC2012_val_00003209.bin 070707060505050505050505040404
ILSVRC2012_val_00003211.bin 080706050505050505050404040404
ILSVRC2012_val_00003235.bin 070606060606050505050504040404
ILSVRC2012_val_00003238.bin 090706060605050505050404040404
ILSVRC2012_val_00003244.bin 080808070707070707060606060606
ILSVRC2012_val_00003245.bin 0a0606060505050505040404030303
ILSVRC2012_val_00003246.bin 070706050505050504040404040404
ILSVRC2012_val_00003251.bin 0f0b08080807070706050505040404
ILSVRC2012_val_00003254.bin 0f0c0b080807070606060505050505
ILSVRC2012_val_00003256.bin 070505050505050505040404040404
ILSVRC2012_val_00003258.bin 100f0d0d0c0b0b0a09090808070707
ILSVRC2012_val_00003260.bin 0a0a09090807060505050505050404
ILSVRC2012_val_00003262.bin 040303030303030202020202020202
ILSVRC2012_val_00003274.bin 090605050404040404040404040303
ILSVRC2012_val_00003299.bin 100d0b090909070706060604040403
ILSVRC2012_val_00003300.bin 070606060605050505050505050404
ILSVRC2012_val_00003302.bin 110906060605050505050404030303
ILSVRC2012_val_00003309.bin 070705050505050504040404030303
ILSVRC2012_val_00003318.bin 050504040404030303030302020202
ILSVRC2012_val_00003328.bin 070706050505050504040404040404
ILSVRC2012_val_00003333.bin 070505040404040303030303030303
ILSVRC2012_val_00003340.bin 0a0908070706060605050505050404
ILSVRC2012_val_00003344.bin 070605050505040404030303030303
ILSVRC2012_val_00003345.bin 0c0b0a0a0908080707050505050504
ILSVRC2012_val_00003359.bin 0d0605050505050404040404040404
ILSVRC2012_val_00003362.bin 060505050404040303030303030303
ILSVRC2012_val_00003369.bin 060505040404040404040303030302
ILSVRC2012_val_00003387.bin 080806060605050505050505050504
ILSVRC2012_val_00003404.bin 0c0807070706060606060606060605
ILSVRC2012_val_00003411.bin 0a0704040404030303030303030303
ILSVRC2012_val_00003412.bin 0a0907060606060605050505050505
ILSVRC2012_val_00003416.bin 060605050404040403030303030303
ILSVRC2012_val_00003418.bin 060605050505050404040404040404
ILSVRC2012_val_00003419.bin 090908070707070606040404040404
ILSVRC2012_val_00003429.bin 070606060404040404030303030303
ILSVRC2012_val_00003432.bin 050404040404040303030303030303
ILSVRC2012_val_00003436.bin 070606050505050404040404040403
ILSVRC2012_val_00003439.bin 060605050505050504040404040404
ILSVRC2012_val_00003442.bin 0b0807070707070606060606050505
ILSVRC2012_val_00003446.bin 090706060505050505050504040404
ILSVRC2012_val_00003451.bin 060505040404040303030303030303
ILSVRC2012_val_00003452.bin 070605050505050404040404030303
ILSVRC2012_val_00003465.bin 080808080707070707060606050505
ILSVRC2012_val_00003471.bin 090908080707060606050505050505
ILSVRC2012_val_00003474.bin 0b0b09090909090908080807070707
ILSVRC2012_val_00003484.bin 090706060605050505040404040404
ILSVRC2012_val_00003502.bin 0a0707060605050504040404040404
ILSVRC2012_val_00003510.bin 060505050505040404040404040403
ILSVRC2012_val_00003520.bin 0c0807070705040404040404040303
ILSVRC2012_val_00003524.bin 070606060505040404040404040404
ILSVRC2012_val_00003534.bin 090605050505050505050404040404
ILSVRC2012_val_00003536.bin 0b0a0a080707070707060606060505
ILSVRC2012_val_00003537.bin 070706060505050504040303030303
ILSVRC2012_val_00003547.bin 060605050505040404040404040403
ILSVRC2012_val_00003549.bin 050303030303030202020202020202
ILSVRC2012_val_00003551.bin 070605040404040403030303030302
ILSVRC2012_val_00003553.bin 070606050404040404030303030303
ILSVRC2012_val_00003561.bin 0c0808060606060505050505050404
ILSVRC2012_val_00003565.bin 040404040404040303030303030303
ILSVRC2012_val_00003577.bin 050505040404040303030303030303
ILSVRC2012_val_00003579.bin 080807060605050404040403030303
ILSVRC2012_val_00003585.bin 080707060606060505050504040404
ILSVRC2012_val_00003587.bin 080806060605040404040404030303
ILSVRC2012_val_00003591.bin 050404030303030303030303030302
ILSVRC2012_val_00003593.bin 100909090909080807070706060606
ILSVRC2012_val_00003604.bin 0b0505050505040404040404030303
ILSVRC2012_val_00003608.bin 060606050504040404040404040404
ILSVRC2012_val_00003611.bin 090606060505050504040404030303
ILSVRC2012_val_00003617.bin 060505050505040404040404040403
ILSVRC2012_val_00003619.bin 100b08080807070606060606050505
ILSVRC2012_val_00003620.bin 050505040403030303030303030303
ILSVRC2012_val_00003625.bin 060504040404040303030303030302
ILSVRC2012_val_00003635.bin 100908070606060606050505050404
ILSVRC2012_val_00003642.bin 070606050505050505040404040404
ILSVRC2012_val_00003643.bin 080706060505050505050504040404
ILSVRC2012_val_00003662.bin 0b0909080808080707070606060606
ILSVRC2012_val_00003668.bin 050504040403030303030303030303
ILSVRC2012_val_00003669.bin 060404040404040303030303030303
ILSVRC2012_val_00003673.bin 090707060605050505050404040403
ILSVRC2012_val_00003674.bin 110b09080707070706060606060505
ILSVRC2012_val_00003680.bin 070606060606050504040404040404
ILSVRC2012_val_00003708.bin 090807070706060605050505050504
ILSVRC2012_val_00003715.bin 050504040404040404030303030303
ILSVRC2012_val_00003719.bin 0a0706060505050504040404040404
ILSVRC2012_val_00003721.bin 070605040404040403030303030303
ILSVRC2012_val_00003728.bin 0a0a0a0a0807070606050505050504
ILSVRC2012_val_00003735.bin 0b0807070706060606050505050404
ILSVRC2012_val_00003736.bin 050404040404040404040404040303
ILSVRC2012_val_00003738.bin 110e0d0d0d0c0c0b0a080707060505
ILSVRC2012_val_00003741.bin 070606060605050505050404040404
ILSVRC2012_val_00003742.bin 040303030303030302020202020202
ILSVRC2012_val_00003754.bin 040404040403030303030303030303
ILSVRC2012_val_00003756.bin 0d0908080707070606060605050505
ILSVRC2012_val_00003759.bin 040303030303030202020202020202
ILSVRC2012_val_00003760.bin 090605050505050505050404040404
ILSVRC2012_val_00003766.bin 130c0a080807060606050505050504
ILSVRC2012_val_00003767.bin 0a0807050505040404040404040303
ILSVRC2012_val_00003772.bin 080707060606060606050505050505
ILSVRC2012_val_00003784.bin 050505040404040303030303030303
ILSVRC2012_val_00003788.bin 080707060505040404040404030303
ILSVRC2012_val_00003793.bin 0f0c0b0a0908070707070707060606
ILSVRC2012_val_00003798.bin 090908070707070707060606060606
ILSVRC2012_val_00003799.bin 060605050504040404040303030303
ILSVRC2012_val_00003803.bin 070605050505040404040404030303
ILSVRC2012_val_00003814.bin 090907070706050504040303030303
ILSVRC2012_val_00003817.bin 040404040303030303030303030302
ILSVRC2012_val_00003843.bin 0f0c0a090808070707070606060505
ILSVRC2012_val_00003844.bin 050505050505040404040404040303
ILSVRC2012_val_00003858.bin 050504040404040303030303030302
ILSVRC2012_val_00003864.bin 080605050505050505050505050404
ILSVRC2012_val_00003867.bin 080606050504040404040404030303
ILSVRC2012_val_00003870.bin 060605050504040404040403030303
ILSVRC2012_val_00003877.bin 080706060606050505050505040404
ILSVRC2012_val_00003881.bin 080808070707060606060605050505
ILSVRC2012_val_00003893.bin 070505050505040403030303030303
ILSVRC2012_val_00003897.bin 080403030303030302020202020202
ILSVRC2012_val_00003900.bin 080706060505050505040404040404
ILSVRC2012_val_00003907.bin 060606050504040404040404040404
ILSVRC2012_val_00003908.bin 080806060605050504040404040404
ILSVRC2012_val_00003918.bin 080707070505050504040403030303
ILSVRC2012_val_00003920.bin 050505050404040403030303030303
ILSVRC2012_val_00003930.bin 120b0a090908070707070606060606
ILSVRC2012_val_00003932.bin 0b0909090807060505050504040404
ILSVRC2012_val_00003934.bin 040303030303030303030303030302
ILSVRC2012_val_00003955.bin 0e0908070706060605050505050505
ILSVRC2012_val_00003959.bin 040403030303030303030303030303
ILSVRC2012_val_00003963.bin 070505040404040404040303030303
ILSVRC2012_val_00003970.bin 050504040404040404040303030303
ILSVRC2012_val_00003980.bin 070707060505050504040404040404
ILSVRC2012_val_00003981.bin 0a0a0a070707060605050505050404
ILSVRC2012_val_00003995.bin 050404040303030303030303030303
ILSVRC2012_val_00004023.bin 090606060606060505050505040404
ILSVRC2012_val_00004025.bin 080505040404040403030303030303
ILSVRC2012_val_00004031.bin 090707060505050505040404040404
ILSVRC2012_val_00004034.bin 0d0a08060505040404040404040303
ILSVRC2012_val_00004043.bin 070606060606050505050505050404
ILSVRC2012_val_00004044.bin 070504040403030303030303030303
ILSVRC2012_val_00004048.bin 030303030303030202020202020202
ILSVRC2012_val_00004054.bin 050504040404040404040403030303
ILSVRC2012_val_00004061.bin 070606050505040404040303030303
ILSVRC2012_val_00004066.bin 040403030303030303030202020202
ILSVRC2012_val_00004095.bin 0d0c0c0b0909080807060606060606
ILSVRC2012_val_00004096.bin 070605050505050505050404040403
ILSVRC2012_val_00004098.bin 0e0707070606060606050505040404
ILSVRC2012_val_00004099.bin 050505040404040404040404040303
ILSVRC2012_val_00004109.bin 070705050404040404040404030303
ILSVRC2012_val_00004133.bin 060505040404040404030303020202
ILSVRC2012_val_00004136.bin 0d0b0b0a0908080806060605050504
ILSVRC2012_val_00004150.bin 080805050505050504040404040404
ILSVRC2012_val_00004153.bin 0b0707070707060606060605050505
ILSVRC2012_val_00004154.bin 0a0909090908070707050505050505
ILSVRC2012_val_00004158.bin 070707060606060605050404040404
ILSVRC2012_val_00004160.bin 060505040404040404040303030303
ILSVRC2012_val_00004166.bin 090806050505050504040404040303
ILSVRC2012_val_00004170.bin 0a0908080807070707070706060606
ILSVRC2012_val_00004174.bin 0a0908070707060505050505040404
ILSVRC2012_val_00004175.bin 080707060605050504030303030303
ILSVRC2012_val_00004191.bin 090806060505050404040404030303
ILSVRC2012_val_00004195.bin 040404030303030303020202020202
ILSVRC2012_val_00004198.bin 0e0707060505050505040403030303
ILSVRC2012_val_00004206.bin 060605050505050404040404040404
ILSVRC2012_val_00004209.bin 090505050404040404030303030303
ILSVRC2012_val_00004224.bin 0b0707060606060504040404040404
ILSVRC2012_val_00004229.bin 060606050505040404040303030303
ILSVRC2012_val_00004240.bin 0a0706060606060605050505050504
ILSVRC2012_val_00004247.bin 080707070606050404040404040404
ILSVRC2012_val_00004252.bin 070706060605050404040404040404
ILSVRC2012_val_00004262.bin 050504040404040403030303030303
ILSVRC2012_val_00004264.bin 070606050505040404040404030303
ILSVRC2012_val_00004265.bin 080606050505040404040403030303
ILSVRC2012_val_00004267.bin 0a0a06060605050404040303030303
ILSVRC2012_val_00004281.bin 060606060505040404040404040403
ILSVRC2012_val_00004285.bin 070606050505050505040404040404
ILSVRC2012_val_00004296.bin 0b0908080808060606060505050504
ILSVRC2012_val_00004297.bin 050404030303030303030302020202
ILSVRC2012_val_00004298.bin 0e0908070706060606050505050505
ILSVRC2012_val_00004301.bin 0a0907060606050505050404040303
ILSVRC2012_val_00004312.bin 090909080807060606060505050505
ILSVRC2012_val_00004314.bin 100b0b0a0909080707060606060605
ILSVRC2012_val_00004318.bin 090707060505050505050505050504
ILSVRC2012_val_00004322.bin 0c0c0b0a0a08080806060606060605
ILSVRC2012_val_00004323.bin 070605040404040404040404040403
ILSVRC2012_val_00004332.bin 080706060606060605050505050504
ILSVRC2012_val_00004346.bin 090909090808080707070606060505
ILSVRC2012_val_00004347.bin 040303030303030202020202020202
ILSVRC2012_val_00004348.bin 060605050505040404040404030303
ILSVRC2012_val_00004350.bin 050504040404040403030303030303
ILSVRC2012_val_00004370.bin 070707060606060606050505050505
ILSVRC2012_val_00004384.bin 090808070706060606050505050404
ILSVRC2012_val_00004391.bin 060605050504040404040404040404
ILSVRC2012_val_00004392.bin 090706060505050505040404040404
ILSVRC2012_val_00004395.bin 0b0907070707060606050505050505
ILSVRC2012_val_00004401.bin 060404040404030303030303030303
ILSVRC2012_val_00004408.bin 0b0b08060404040404030303030202
ILSVRC2012_val_00004413.bin 070606060505050404040404040404
ILSVRC2012_val_00004415.bin 060605050505050504040404040404
ILSVRC2012_val_00004420.bin 0a0907070707060606060605050505
ILSVRC2012_val_00004424.bin 070706050505050505040404040403
ILSVRC2012_val_00004428.bin 090808060605050505040404040404
ILSVRC2012_val_00004438.bin 090908070707070707060606060605
ILSVRC2012_val_00004441.bin 090808070706060606050505050505
ILSVRC2012_val_00004443.bin 090706050504040404040303030303
ILSVRC2012_val_00004461.bin 070605050504040404040404040303
ILSVRC2012_val_00004466.bin 080806050404040403030303030303
ILSVRC2012_val_00004469.bin 0e0908070706050504040404040404
ILSVRC2012_val_00004475.bin 140c0a090808070706060606050505
ILSVRC2012_val_00004478.bin 050504040303030303030303030303
ILSVRC2012_val_00004485.bin 080706060606050505050404040404
ILSVRC2012_val_00004486.bin 040303030303030303030202020202
ILSVRC2012_val_00004489.bin 090606050505040404040403030303
ILSVRC2012_val_00004493.bin 070706060606060505050505050404
ILSVRC2012_val_00004502.bin 060505050404040404030303030303
ILSVRC2012_val_00004507.bin 090707060605050505040404040404
ILSVRC2012_val_00004522.bin 060504040404040404030303030303
ILSVRC2012_val_00004528.bin 090807060606050505050504040404
ILSVRC2012_val_00004534.bin 040404040403030303030303030303
ILSVRC2012_val_00004535.bin 080706060606050505050504040404
ILSVRC2012_val_00004543.bin 090606050505050404040404040404
ILSVRC2012_val_00004551.bin 090907070605050505050505040404
ILSVRC2012_val_00004566.bin 090706060606060505050505050404
ILSVRC2012_val_00004570.bin 070606050404040404040303030303
ILSVRC2012_val_00004584.bin 140f0d0b0a09090808070706060606
ILSVRC2012_val_00004599.bin 0b0807070706060605050505050404
ILSVRC2012_val_00004601.bin 160e0d090909070707060505050504
ILSVRC2012_val_00004608.bin 080706060606050404040404040303
ILSVRC2012_val_00004614.bin 0a0909090808070707070606050505
ILSVRC2012_val_00004616.bin 090606050504040404030303030303
ILSVRC2012_val_00004624.bin 090807070706050505050504040404
ILSVRC2012_val_00004630.bin 070604040404040404030303030303
ILSVRC2012_val_00004639.bin 050404040404040404040303030303
ILSVRC2012_val_00004642.bin 060606060605050505040403030303
ILSVRC2012_val_00004646.bin 0b0705050505050504040404040403
ILSVRC2012_val_00004648.bin 040404040303030303030303030303
ILSVRC2012_val_00004655.bin 0e0a07060505040404040303030303
ILSVRC2012_val_00004656.bin 080404040403030303030303020202
ILSVRC2012_val_00004659.bin 050505040404040404040404040303
ILSVRC2012_val_00004675.bin 0a0908080707060606060606050505
ILSVRC2012_val_00004676.bin 060505040404040404040404040303
ILSVRC2012_val_00004677.bin 040404040403030303030303030303
ILSVRC2012_val_00004686.bin 080808080707070606060605050505
ILSVRC2012_val_00004692.bin 040404040403030303030303030303
ILSVRC2012_val_00004693.bin 0b0907070707060606060505040404
ILSVRC2012_val_00004695.bin 060606050505050505040404040404
ILSVRC2012_val_00004718.bin 070706060606060605050505050404
ILSVRC2012_val_00004722.bin 0c0707070606050504040404040404
ILSVRC2012_val_00004736.bin 070707070606060505050505050505
ILSVRC2012_val_00004737.bin 070606060505040404040404040303
ILSVRC2012_val_00004742.bin 0b0909080807070707070706060605
ILSVRC2012_val_00004743.bin 060504040404040404030303030303
ILSVRC2012_val_00004759.bin 060504030303030303030303030303
ILSVRC2012_val_00004761.bin 060503030303030202020202020202
ILSVRC2012_val_00004762.bin 0c0606060505040404040404040303
ILSVRC2012_val_00004783.bin 070707070606060505050404040404
ILSVRC2012_val_00004787.bin 070606050505050505040404040403
ILSVRC2012_val_00004790.bin 080706050505050404040404040403
ILSVRC2012_val_00004798.bin 050404040404030303030303030303
ILSVRC2012_val_00004800.bin 090807070706060505050505050404
ILSVRC2012_val_00004808.bin 0c0a09080707070706060605040404
ILSVRC2012_val_00004810.bin 080706050505050404040404040403
ILSVRC2012_val_00004817.bin 070706060505050505050404040404
ILSVRC2012_val_00004829.bin 060505050504040404040404040404
ILSVRC2012_val_00004832.bin 0c0a09090808060606060606050505
ILSVRC2012_val_00004836.bin 060605050404040303030303030303
ILSVRC2012_val_00004839.bin 080706060606050505050504040404
ILSVRC2012_val_00004841.bin 0a0908080707070606060505050404
ILSVRC2012_val_00004856.bin 0c0b08080707070707070706050505
ILSVRC2012_val_00004858.bin 070706060606050505050504040404
ILSVRC2012_val_00004861.bin 0d0808070707070606050505050504
ILSVRC2012_val_00004867.bin 040403030303030303030303030303
ILSVRC2012_val_00004872.bin 060505050504040404040404030303
ILSVRC2012_val_00004887.bin 050505040404030303030303030303
ILSVRC2012_val_00004895.bin 060505050504040403030303030303
ILSVRC2012_val_00004906.bin 0a0706060505050505050404040404
ILSVRC2012_val_00004916.bin 0c0706050505050505050404040404
ILSVRC2012_val_00004917.bin 060403030303020202020202020202
ILSVRC2012_val_00004918.bin 0c0b0b080807070706060505040404
ILSVRC2012_val_00004929.bin 060605050504040404040403030303
ILSVRC2012_val_00004934.bin 070606060505050404040404040404
ILSVRC2012_val_00004936.bin 0a0807070605050505050504040404
ILSVRC2012_val_00004943.bin 050505050404040403030303030303
ILSVRC2012_val_00004946.bin 070505040403030303030303020202
ILSVRC2012_val_00004948.bin 050404040404040404030303030303
ILSVRC2012_val_00004949.bin 0a0705040404040403030303030303
